indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2017,44288894.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2016,43900313.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2015,43477012.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2014,43024071.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2013,42582455.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2012,42161721.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2011,41730660.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2010,41288694.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2009,40854831.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2008,40424148.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2007,40016763.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2006,39622115.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2005,39216789.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2004,38815916.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2003,38424282.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2002,38029349.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2001,37624825.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,2000,37213984.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1999,36794682.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1998,36372860.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1997,35947791.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1996,35513793.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1995,35070020.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1994,34613491.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1993,34152717.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1992,33693527.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1991,33230294.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1990,32755901.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1989,32270948.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1988,31780532.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1987,31291762.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1986,30811980.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1985,30336441.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1984,29863093.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1983,29391332.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1982,28924262.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1981,28463959.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1980,28011596.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1979,27568895.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1978,27132158.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1977,26701805.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1976,26282283.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1975,25874107.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1974,25461351.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1973,25046005.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1972,24644328.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1971,24257208.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1970,23878327.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1969,23508711.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1968,23150583.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1967,22799059.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1966,22453893.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1965,22112629.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1964,21769453.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1963,21421705.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1962,21072538.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1961,20726276.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AR', 'value': 'Argentina'}",ARG,1960,20386045.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2024,3033500.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2023,2964300.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2022,2969200.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2021,2962300.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2020,2961500.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2019,2962500.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2018,2969000.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2017,2979400.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2016,2992300.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2015,3004600.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2014,3013800.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2013,3022000.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2012,3024100.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2011,3027900.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2010,3044800.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2009,3066000.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2008,3087100.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2007,3107400.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2006,3127100.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2005,3146400.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2004,3164900.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2003,3182500.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2002,3199800.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2001,3211800.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,2000,3221100.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1999,3167286.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1998,3208401.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1997,3246289.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1996,3278735.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1995,3307581.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1994,3364610.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1993,3453332.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1992,3571861.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1991,3613977.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1990,3552128.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1989,3443100.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1988,3355125.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1987,3328520.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1986,3294847.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1985,3260432.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1984,3224547.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1983,3191539.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1982,3163144.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1981,3135349.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1980,3107415.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1979,3078501.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1978,3012807.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1977,2912827.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1976,2818165.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1975,2743660.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1974,2686445.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1973,2630860.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1972,2577079.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1971,2525345.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1970,2475633.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1969,2424030.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1968,2367319.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1967,2307492.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1966,2246159.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1965,2183635.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1964,2120135.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1963,2056023.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1962,1991689.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1961,1927484.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AM', 'value': 'Armenia'}",ARM,1960,1863705.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2024,107995.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2023,107359.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2022,107310.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2021,107700.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2020,108587.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2019,109203.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2018,108908.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2017,108735.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2016,108727.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2015,107906.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2014,106807.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2013,105675.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2012,104110.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2011,102591.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2010,101838.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2009,101604.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2008,100917.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2007,100150.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2006,99405.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2005,97635.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2004,95138.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2003,93128.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2002,92074.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2001,91439.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,2000,90588.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1999,89659.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1998,88451.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1997,86301.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1996,83021.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1995,79805.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1994,77595.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1993,73685.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1992,69005.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1991,65896.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1990,62753.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1989,60443.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1988,59331.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1987,59159.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1986,59931.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1985,61728.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1984,62901.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1983,62228.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1982,61276.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1981,60563.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1980,59909.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1979,59191.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1978,58776.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1977,58580.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1976,58368.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1975,58295.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1974,58349.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1973,58299.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1972,58047.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1971,58781.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1970,58950.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1969,59052.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1968,59069.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1967,58990.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1966,58694.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1965,58190.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1964,57619.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1963,57002.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1962,56320.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1961,55578.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AW', 'value': 'Aruba'}",ABW,1960,54922.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AU', 'value': 'Australia'}",AUS,2025,,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AU', 'value': 'Australia'}",AUS,2024,27196812.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AU', 'value': 'Australia'}",AUS,2023,26659922.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AU', 'value': 'Australia'}",AUS,2022,26018721.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AU', 'value': 'Australia'}",AUS,2021,25685412.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AU', 'value': 'Australia'}",AUS,2020,25649248.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AU', 'value': 'Australia'}",AUS,2019,25334826.0,,,0
"{'id': 'SP.POP.TOTL', 'value': 'Population, total'}","{'id': 'AU', 'value': 'Australia'}",AUS,2018,24963258.0,,,0
